parent_topic_family,subtopic_id,keywords_pt,example_number,review_text_pt,review_text_en,subtopic_label_en
Mixed order and fulfilment experience,35,"natal, presente, presente natal, aniversrio, presente aniversrio, filha, criana, natal at",3,Não acredito q comprei um presente de Natal em novembro e aminha esposa vai ficar sem o presente de natal por incompetência da logística de vocês Depois q passaram a vender assim por parceiros,I don't believe q I bought a Christmas present in November and my wife will stay without Christmas present because of the incompetence of the logistics of you After q came to sell so by partners,Not yet evaluated or uncertain receipt
Mixed order and fulfilment experience,36,"entregue produto, produto entregue, entregue, produto instalado, instalado, produto, instalado produto, presente produto",1,Ainda nao foi entregue o produto,Product not yet delivered,Non-receipt reported at review time
Mixed order and fulfilment experience,36,"entregue produto, produto entregue, entregue, produto instalado, instalado, produto, instalado produto, presente produto",2,Produto não foi entregue Até hoje o produto não foi entregue.,Product was not delivered Until today the product was not delivered.,Non-receipt reported at review time
Mixed order and fulfilment experience,36,"entregue produto, produto entregue, entregue, produto instalado, instalado, produto, instalado produto, presente produto",3,Produto não entregue O produto ainda não foi entregue.,Product does not deliver The product has not yet been delivered.,Non-receipt reported at review time
Mixed order and fulfilment experience,37,"jogo, jogos, recebi jogo, lenol, jogo americano, jogo lenol, americano, toalhas",1,"Não recebi o pedido completo ,veio faltando 1 jogo de toalhas.Comprei 2 jogos Nota Fiscal 001689. Aguardo solução urgente.Faltou jogo vermelho.Fornecedor Ibitinga Decora.Aguardo solução urgente
recomendo","I didn't get the full request ,way missing 1 game of towels.I bought 2 games Note Fiscal 001689.I look for an emergency solution.Ibitinga Decora.Ibbitinga Decora vendor.I look for an emergency solution I recommend",Incomplete order or missing item
Mixed order and fulfilment experience,37,"jogo, jogos, recebi jogo, lenol, jogo americano, jogo lenol, americano, toalhas",2,"meu pedido não foi entregue até a presente . solicitei 02 jogos de lençois , ok dois jogos de toalha SÓ VEIO UM JOGO. comprei no cartão ja esta incluso na minha fatura.Aguardo posição de outro jogo","my request has not been submitted until now . requested 02 Lenses games , ok two towel games SÉ VEIO A JOGO. I bought this in the card already this even in my bill.About the position of another game",Incomplete order or missing item
Mixed order and fulfilment experience,37,"jogo, jogos, recebi jogo, lenol, jogo americano, jogo lenol, americano, toalhas",3,"Só recebi o jogo de três lençóis , o outro produto não .","I only got the game of three alloys , the other product not .",Incomplete order or missing item
Mixed order and fulfilment experience,38,"som, mp3, fone, ouvido, udio, mp3 player, player, fone ouvido",1,"Você compra um mp3 player, para ouvir suas músicas em mp3, certo? Errado. O produto veio arranhado, não carrega mp3, testei vários cabos, vários pcs e nada. Cobraram 40 reais para algo ruim e quebrado","You buy a mp3 player, to listen to your music in mp3, right? Wrong. The product came up, doesn't load mp3, I tested several cables, several pcs and nothing. They covered 40 reals for something bad and broken","Product quality, defect or damage"
Mixed order and fulfilment experience,38,"som, mp3, fone, ouvido, udio, mp3 player, player, fone ouvido",2,Produto MP3 muito bom MP3 Player muito bom,Product MP3 very good MP3 Player very good,"Product quality, defect or damage"
Mixed order and fulfilment experience,38,"som, mp3, fone, ouvido, udio, mp3 player, player, fone ouvido",3,"O mp3 player é muito bonito e pequeno. Contudo, o som dele é muito ruim, com ruídos e chiados. Troquei o fone de ouvido pelo da apple, mas não mudou nada. O problema é na qualidade do produto mesmo.","The mp3 player is very nice and small. However, his sound is very bad, with noises and locks. I exchanged the sound phone for the app, but it didn't change anything. The problem is the quality of the product itself.","Product quality, defect or damage"
Mixed order and fulfilment experience,39,"aguardando, produto aguardando, abri, produto, chegar, recebi produto, pacote, espero",1,Ok Recebi. Não sei se é o produto certo pois ainda não abri a embalagem. Estamos em obra e o pacote só vai ser aberto no momento certo pra não danificar.,Okay Recebi. I don't know if it's the right product because it doesn't open the package yet. We're in work and the package will only be opened at the right time to not damage.,Not yet evaluated or uncertain receipt
Mixed order and fulfilment experience,39,"aguardando, produto aguardando, abri, produto, chegar, recebi produto, pacote, espero",2,ainda nao recebi meu produto estou aguardando,I haven't received my product yet. I'm waiting.,Not yet evaluated or uncertain receipt
Mixed order and fulfilment experience,39,"aguardando, produto aguardando, abri, produto, chegar, recebi produto, pacote, espero",3,Ainda não recebi o produto. Estou aguardando.,I haven't received the product yet.,Not yet evaluated or uncertain receipt
Mixed order and fulfilment experience,40,"voltagem, 220v, 110, 110v, 220, volts, veio voltagem, 220 volts",1,"Produto errado Veio com a voltagem 220,sendo que pedi 110","Wrong product View with turn 220, without asking 110","Wrong, incompatible or mismatched product"
Mixed order and fulfilment experience,40,"voltagem, 220v, 110, 110v, 220, volts, veio voltagem, 220 volts",2,voltagem errada Realizei a compra de um secador na voltagem de 220v. Recebi um na voltagem de 127v.No momento da troca n havia disponível no 220.Por este motivo quero meu dinheiro de volta.,wrong rotation I made the purchase of a dryer at 220v. I received one at 127v.At the time of exchange n was available at 220.For this reason I want my money back.,"Wrong, incompatible or mismatched product"
Mixed order and fulfilment experience,40,"voltagem, 220v, 110, 110v, 220, volts, veio voltagem, 220 volts",3,Comprei o produto na voltagem 220 e veio na voltagem 110. Como faço para resolver isso?,I bought the product on turn 220 and came on turn 110. How do I solve that?,"Wrong, incompatible or mismatched product"
Mixed order and fulfilment experience,41,"email, correio, resposta, emails, entregue, recebi, dizendo, produto",1,Recebi uma mensagem de que houve um problema na entrega. Consultei o site e vi que os correios acusavam o não recebimento do produto. Enviei uma mensagem à stark e à Loja que não me responderam.,I received a message that there was a problem in delivery. I looked at the site and saw that the mail accused the product of not receiving. I sent a message to the strong and the store that didn't answer me.,Seller/store service or communication
Mixed order and fulfilment experience,41,"email, correio, resposta, emails, entregue, recebi, dizendo, produto",2,Mandei um email até agora não obtive resposta. Meu produto não chegou...,I sent an email until now I didn't get an answer. My product didn't arrive...,Seller/store service or communication
Mixed order and fulfilment experience,41,"email, correio, resposta, emails, entregue, recebi, dizendo, produto",3,"Status da entrega fica informando sem estoque, mas se voce entrar para comprar informa que só restam 5 unidades em estoque, e fica me enviando todo dia email para comprar, eu comprei e não recebo","The delivery status is being informed without stock, but if you vote in to buy information that only 5 units remain in stock, and is sending me every day e-mail to buy, I buy and I don't receive",Seller/store service or communication
Mixed order and fulfilment experience,42,"ms, quase ms, ms fiz, quase, comprei ms, ms comprei, compra, comprei",1,"Recebi, a bolsa é diferente mas gostei estava previsto pra 31 de janeiro estava achando muito tempo porque é pra escola e estou aguardando o vale compra da primeira compra da bolsa que não deu certo","I got it, the bag is different but I liked it was planned for January 31st was finding a lot of time because it's for school and I'm waiting for the value of the first purchase of the bag that didn't give it right.",Late or slow delivery
Mixed order and fulfilment experience,42,"ms, quase ms, ms fiz, quase, comprei ms, ms comprei, compra, comprei",2,já está com quase um mês que fiz o pedido e o produto ainda não chegou.,It's almost a month ago that I made the request and the product hasn't arrived yet.,Late or slow delivery
Mixed order and fulfilment experience,42,"ms, quase ms, ms fiz, quase, comprei ms, ms comprei, compra, comprei",3,já está com quase um mês que fiz o pedido e o produto ainda não chegou.,It's almost a month ago that I made the request and the product hasn't arrived yet.,Late or slow delivery
Mixed order and fulfilment experience,43,"cancelado, pedido cancelado, pedido, cancelamento, cancelei, cancelar, cancelei pedido, cancelado pedido",1,Sem nenhuma explicação o pedido foi cancelado,No explanation the request was cancelled,"Cancellation, refund or payment issue"
Mixed order and fulfilment experience,43,"cancelado, pedido cancelado, pedido, cancelamento, cancelei, cancelar, cancelei pedido, cancelado pedido",2,Pedido cancelado.,Request cancelled.,"Cancellation, refund or payment issue"
Mixed order and fulfilment experience,43,"cancelado, pedido cancelado, pedido, cancelamento, cancelei, cancelar, cancelei pedido, cancelado pedido",3,este número do pedido foi cancelado.,this request number was cancelled.,"Cancellation, refund or payment issue"
Mixed order and fulfilment experience,44,"comprei produto, comprei, modelo, enviaram produto, pessoa, produto, enviaram, entregue pessoa",1,comprei um produto e recebi outro,buy one product and receive another,"Wrong, incompatible or mismatched product"
Mixed order and fulfilment experience,44,"comprei produto, comprei, modelo, enviaram produto, pessoa, produto, enviaram, entregue pessoa",2,Comprei um produto e recebi outro,Buy one product and receive another,"Wrong, incompatible or mismatched product"
Mixed order and fulfilment experience,44,"comprei produto, comprei, modelo, enviaram produto, pessoa, produto, enviaram, entregue pessoa",3,Comprei um produto porém recebi outro.,I bought one product but I got another one.,"Wrong, incompatible or mismatched product"
Mixed order and fulfilment experience,45,"comprei, chegaram, lixeiras, entregues, chegaram sido, chegado juntos, sido prtico, prtico chegado",1,recomendo Mais infelizmente comprei 06 lixeiras e chegaram só 05 lixeiras,recommended More unfortunately I bought 06 lighters and arrived only 05 lighters,Incomplete order or missing item
Mixed order and fulfilment experience,45,"comprei, chegaram, lixeiras, entregues, chegaram sido, chegado juntos, sido prtico, prtico chegado",2,"O produto chegou sem problemas. Mas, eu comprei 4 toner da mesma loja, e eles chegaram um por um... teria sido mais prático se eles tivessem chegado juntos. Foi uma sorte estar em casa todas as vezes","But I bought 4 tons of the same store, and they came one by one... would have been more practical if they had arrived together.",Incomplete order or missing item
Mixed order and fulfilment experience,45,"comprei, chegaram, lixeiras, entregues, chegaram sido, chegado juntos, sido prtico, prtico chegado",3,"O produto chegou sem problemas. Mas, eu comprei 4 toner da mesma loja, e eles chegaram um por um... teria sido mais prático se eles tivessem chegado juntos. Foi uma sorte estar em casa todas as vezes","But I bought 4 tons of the same store, and they came one by one... would have been more practical if they had arrived together.",Incomplete order or missing item
Mixed order and fulfilment experience,46,"pia, excelente, bonito, qualidade, produto, to, excelente produto, produto porm",1,"Bonito mas mal acabado O produto é legal mas bem mal acabado. A xícara é fantástica. A base de madeira é bem feinha, mas no custo beneficio valeu apena.","Beautiful but bad finished The product is legal but good bad finished. The guitar is fantastic. The base of wood is good fine, but the cost of profit was only worth it.","Product quality, defect or damage"
Mixed order and fulfilment experience,46,"pia, excelente, bonito, qualidade, produto, to, excelente produto, produto porm",2,"Qualidade do produto Achei o material muito frágil, esperava melhor qualidade do produto. Comprei recentemente um produto similar que motivou esta compra, mas infelizmente não foi o que eu esperava.","Product quality I found the very fragile material, expected the best quality of the product. I recently bought a similar product that motivated this purchase, but unfortunately it was not what I expected.","Product quality, defect or damage"
Mixed order and fulfilment experience,46,"pia, excelente, bonito, qualidade, produto, to, excelente produto, produto porm",3,"o produto não faz o que propõe infelizmente é fraco e a durabilidade na pele é bem pequena e, ainda possui brilho, com isto mostra as linhas de expressão. O vendedor é excelente, o produto é que não.","the product does not do what it proposes unfortunately is weak and the durability in the skin is very small and, still has brightness, with this shows the lines of expression. The seller is excellent, the product is that not.","Product quality, defect or damage"
Mixed order and fulfilment experience,47,"bateria, baterias, veio bateria, veio, bateria interna, porm bateria, chegou baterias, produto bateria",1,Me pareceu velho. O contato da bateria está enferrujado e não funcionou quando liguei. Tive que abrir e lixar a parte metálica que encosta na bateria.,"I thought I was old. The battery's contact's incinerated and it didn't work when I called, I had to open up and wipe out the metal part that's stuck in the battery.",Incomplete order or missing item
Mixed order and fulfilment experience,47,"bateria, baterias, veio bateria, veio, bateria interna, porm bateria, chegou baterias, produto bateria",2,"Na descrição do produto no site, foi informado que seria entregue o produto + manual + bateria específica. Porém a Bateria não foi enviada junto com o produto.","In the description of the product on the site, it was informed that it would deliver the product + manual + specific battery. Although Battery was not sent along with the product.",Incomplete order or missing item
Mixed order and fulfilment experience,47,"bateria, baterias, veio bateria, veio, bateria interna, porm bateria, chegou baterias, produto bateria",3,"Nem pude testar o produto, nem sei que bateria usá-la, manual em inglês, veio sem bateria, onde adquiri-la?","Could not test the product, I don't know that battery used it, manually in English, came without battery, where would you buy it?",Incomplete order or missing item
Mixed order and fulfilment experience,48,"cola, fundo, embalagem, tapete, percal, capa, pelicula, esmaltes",1,"Achei o frete meio caro, por ser um produto leve. A capa atrapalha um pouco o uso do sensor biometrico e é dificil retirar a ultima camada da pelicula, durante a aplicação;","I found my half-brother, because it's a light product. The layer captures the use of the biometric sensor a little bit and it's difficult to remove the last layer of the film during the application;","Wrong, incompatible or mismatched product"
Mixed order and fulfilment experience,48,"cola, fundo, embalagem, tapete, percal, capa, pelicula, esmaltes",2,"Comprei um tapete com o nome ""Tapete flash G borracha Pvc TVolkswagen voyage 2010"", e ao receber o produto o mesmo não é compatível com o veiculo, verifiquei a nota e o nome esta, Tapete universal pvc","I bought a tape with the name ""Flash tape G bottle Pvc TVolkswagen travel 2010"", and when receiving the same product it is not compatible with the vehicle, I checked this note and name, Universal wallpaper pvc","Wrong, incompatible or mismatched product"
Mixed order and fulfilment experience,48,"cola, fundo, embalagem, tapete, percal, capa, pelicula, esmaltes",3,"Produto diferente da imag Na imagem é Cola Premium Black de 10ml e foi entregue Cola Elite Glue Black de 05ml. Compro muito no site das lannister e essa foi a 1a vez que me senti lesada, enganada.","Different product from the image In the image is Cola Premium Black of 10ml and was delivered to Cola Elite Blue Black of 05ml. Buy a lot on the launch site and this was the first time I felt read, deceived.","Wrong, incompatible or mismatched product"
Delivery timing,0,"prazo, chegou, chegou prazo, entrega, recomendo, entrega prazo, entregue, recebi",1,Chegou antes do prazo muito bom..,It's been a long time before..,Delivered on or before expected date
Delivery timing,0,"prazo, chegou, chegou prazo, entrega, recomendo, entrega prazo, entregue, recebi",2,Muito bom Chegou bem antes do prazo,Very good It came well before the deadline,Delivered on or before expected date
Delivery timing,0,"prazo, chegou, chegou prazo, entrega, recomendo, entrega prazo, entregue, recebi",3,Chegou antes do prazo.,It's about time.,Delivered on or before expected date
Delivery timing,1,"produto, chegou, produto chegou, prazo, chegou prazo, recomendo, qualidade, prazo produto",1,O produto chegou antes do prazo,The product arrived before the deadline,Delivered on or before expected date
Delivery timing,1,"produto, chegou, produto chegou, prazo, chegou prazo, recomendo, qualidade, prazo produto",2,"Ótimo produto, chegou antes do prazo","Great product, arrived before the deadline",Delivered on or before expected date
Delivery timing,1,"produto, chegou, produto chegou, prazo, chegou prazo, recomendo, qualidade, prazo produto",3,Produto chegou antes do prazo!,Product arrived before the deadline!,Delivered on or before expected date
Delivery timing,2,"produto, prazo, entregue, entregue prazo, produto entregue, prazo produto, qualidade, entrega prazo",1,Produto entregue dentro do prazo.,The product is delivered within the time limit.,Delivered on or before expected date
Delivery timing,2,"produto, prazo, entregue, entregue prazo, produto entregue, prazo produto, qualidade, entrega prazo",2,Produto foi entregue no prazo ótima qualidade,Product was delivered in the best quality time,Delivered on or before expected date
Delivery timing,2,"produto, prazo, entregue, entregue prazo, produto entregue, prazo produto, qualidade, entrega prazo",3,produto entregue no prazo e de ótima qualidade.,product delivers in time and excellent quality.,Delivered on or before expected date
Delivery timing,3,"produto, recebi, comprei, veio, compra, recebi produto, entregue, prazo",1,AINDA NAO RECEBI O PRODUTO.,Still don't tell us about the product.,Product receipt or mixed delivery feedback
Delivery timing,3,"produto, recebi, comprei, veio, compra, recebi produto, entregue, prazo",2,AINDA NÃO RECEBI O PRODUTO,"OTHER SPECIAL WARNING(S), IF NECESSARY",Product receipt or mixed delivery feedback
Delivery timing,3,"produto, recebi, comprei, veio, compra, recebi produto, entregue, prazo",3,AINDA NÃO RECEBI O PRODUTO,"OTHER SPECIAL WARNING(S), IF NECESSARY",Product receipt or mixed delivery feedback
Delivery timing,4,"rpido, rpida, entrega rpida, entrega, rapido, super, chegou rpido, entrega super",1,Entrega super rápida!,Come on! Come on! Come on! Come on!,Fast delivery with positive feedback
Delivery timing,4,"rpido, rpida, entrega rpida, entrega, rapido, super, chegou rpido, entrega super",2,Entrega super rápida!,Come on! Come on! Come on! Come on!,Fast delivery with positive feedback
Delivery timing,4,"rpido, rpida, entrega rpida, entrega, rapido, super, chegou rpido, entrega super",3,Entrega Super Rápida Recomendo!!,Get Super Fast Recommended!!!,Fast delivery with positive feedback
Delivery timing,5,"rpida, entrega, entrega rpida, produto, produto entrega, rpida produto, entrega super, qualidade",1,Ótimo produto entrega super rápida,Great product delivery super fast,Fast delivery with positive feedback
Delivery timing,5,"rpida, entrega, entrega rpida, produto, produto entrega, rpida produto, entrega super, qualidade",2,ótimo produto e entrega super rápida.,great product and deliver super fast.,Fast delivery with positive feedback
Delivery timing,5,"rpida, entrega, entrega rpida, produto, produto entrega, rpida produto, entrega super, qualidade",3,Ótimo produto e entrega super rápida,Great product and delivery super fast,Fast delivery with positive feedback
Delivery timing,6,"rpida produto, rpida, entrega rpida, entrega, produto, qualidade, entrega super, super rpida",1,Entrega rápida. Ótimo produto.,Fast delivery. Great product.,Fast delivery with positive feedback
Delivery timing,6,"rpida produto, rpida, entrega rpida, entrega, produto, qualidade, entrega super, super rpida",2,"Entrega rápida, e produto muito bom","Fast delivery, and very good product",Fast delivery with positive feedback
Delivery timing,6,"rpida produto, rpida, entrega rpida, entrega, produto, qualidade, entrega super, super rpida",3,Entrega rápida e produto em boas condições.,Fast delivery and product in good conditions.,Fast delivery with positive feedback
Delivery timing,7,"rpido, chegou rpido, produto, chegou, produto chegou, rpida, rpido produto, super",1,"O produto chegou rápido, e é muito bom.","The product came fast, and it's very good.",Fast delivery with positive feedback
Delivery timing,7,"rpido, chegou rpido, produto, chegou, produto chegou, rpida, rpido produto, super",2,Produto chegou rápido em ótimas condições e com um preço bem acessível.,Product arrived quickly in excellent conditions and at a very affordable price.,Fast delivery with positive feedback
Delivery timing,7,"rpido, chegou rpido, produto, chegou, produto chegou, rpida, rpido produto, super",3,Ótimo produto e chegou bem rápido.,Good product and it got fast.,Fast delivery with positive feedback
Delivery timing,8,"entrega, rpida, entrega super, super, entrega rpida, rapida, rpida entrega, rapidez",1,"Muito bom Recomendo, entrega super rápida","Very good Recommended, deliver super fast",Fast delivery with positive feedback
Delivery timing,8,"entrega, rpida, entrega super, super, entrega rpida, rapida, rpida entrega, rapidez",2,recomendo entrega super rápida,recommending super fast delivery,Fast delivery with positive feedback
Delivery timing,8,"entrega, rpida, entrega super, super, entrega rpida, rapida, rpida entrega, rapidez",3,recomendo entrega super rápida,recommending super fast delivery,Fast delivery with positive feedback
Delivery timing,9,"gostei, gostei produto, entrega, rpida, rapidez entrega, rapidez, produto entrega, adorei",1,Gostei do produto e da rapidez na entrega,I like the product and the speed in delivery,Fast delivery with positive feedback
Delivery timing,9,"gostei, gostei produto, entrega, rpida, rapidez entrega, rapidez, produto entrega, adorei",2,"Gostei muito do produto , e da rapidez da entrega.","I liked the product very much, and the speed of delivery.",Fast delivery with positive feedback
Delivery timing,9,"gostei, gostei produto, entrega, rpida, rapidez entrega, rapidez, produto entrega, adorei",3,Gostei do produto e a entrega foi super rápida.,I liked the product and delivery was super fast.,Fast delivery with positive feedback
Product experience,0,"produto, recomendo, qualidade, excelente, timo, recomendo produto, super, gostei",1,"Recomendo,produto de boa qualidade.","I recommend, quality product.",Positive product quality and recommendation
Product experience,0,"produto, recomendo, qualidade, excelente, timo, recomendo produto, super, gostei",2,Recomendo esse produto! Ótima qualidade,I recommend this product! Excellent quality,Positive product quality and recommendation
Product experience,0,"produto, recomendo, qualidade, excelente, timo, recomendo produto, super, gostei",3,Super recomendo produto de excelente qualidade.,Super recommending excellent quality product.,Positive product quality and recommendation
Product experience,1,"cor, veio, comprei, veio cor, azul, errada, recebi, diferente",1,veio a cor errada,got the wrong color,Wrong product colour
Product experience,1,"cor, veio, comprei, veio cor, azul, errada, recebi, diferente",2,"O produto e a ótima qualidade, porém veio na cor errada.","The product and the excellent quality, but it came in the wrong color.",Wrong product colour
Product experience,1,"cor, veio, comprei, veio cor, azul, errada, recebi, diferente",3,"Comprei o produto na cor rosa e veio na cor preta. Gostei do produto, é ótimo, mas não veio na cor que eu comprei","I bought the product in pink and came in black. I liked the product, it's great, but I didn't come in the color I bought.",Wrong product colour
Product experience,2,"gostei, adorei, gostei gostei, amei, lindo, adorei gostei, linda, gostei adorei",1,Bom Gostei muito,"Well, I like it very much.",Liked or loved the product
Product experience,2,"gostei, adorei, gostei gostei, amei, lindo, adorei gostei, linda, gostei adorei",2,Gostei muito boa,I liked it very well.,Liked or loved the product
Product experience,2,"gostei, adorei, gostei gostei, amei, lindo, adorei gostei, linda, gostei adorei",3,gostei muito!,I liked it so much!,Liked or loved the product
Product experience,3,"testei, usei, produto, prazo, chegou, testar, entrega, testei produto",1,"o produto chegou antes do prazo, ainda não testei.","The product arrived before the deadline, I haven't tried yet.",Product not yet tested
Product experience,3,"testei, usei, produto, prazo, chegou, testar, entrega, testei produto",2,Entrega rápida! Ainda não testei o produto.,Quick delivery! I haven't tested the product yet.,Product not yet tested
Product experience,3,"testei, usei, produto, prazo, chegou, testar, entrega, testei produto",3,Ainda não testei o produto mas chegou dentro do prazo,"I haven't tested the product yet, but it's over.",Product not yet tested
Product experience,4,"recomendo, excelente, ok, amei, prazo, timo, entrega, produto ok",1,Tudo ok! Produto ok! Entrega ok!,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right!",Everything correct or recommended
Product experience,4,"recomendo, excelente, ok, amei, prazo, timo, entrega, produto ok",2,"Produto ok Produto ok, entrega ok","Product ok Product ok, delivery ok",Everything correct or recommended
Product experience,4,"recomendo, excelente, ok, amei, prazo, timo, entrega, produto ok",3,Entrega ok!! Entrega no prazo e tudo ok!! Recomendo!!,Give me ok!! Give me in time and everything!! I recommend!!!,Everything correct or recommended
Product experience,5,"custo, preo, benefcio, custo benefcio, beneficio, custo beneficio, timo custo, timo",1,Bom custo - beneficio.,Good cost - benefit.,Good value for money
Product experience,5,"custo, preo, benefcio, custo benefcio, beneficio, custo beneficio, timo custo, timo",2,Ótimo custo beneficio.,Great cost of benefit.,Good value for money
Product experience,5,"custo, preo, benefcio, custo benefcio, beneficio, custo beneficio, timo custo, timo",3,muito bom! Ótimo custo beneficio.,Very good! Very expensive benefit.,Good value for money
Product experience,6,"lindo, bonita, linda, lindos, so, amei, bonito, lindo lindo",1,Lindo!,Lindo!,Positive product appearance
Product experience,6,"lindo, bonita, linda, lindos, so, amei, bonito, lindo lindo",2,lindo,nice,Positive product appearance
Product experience,6,"lindo, bonita, linda, lindos, so, amei, bonito, lindo lindo",3,é lindo,it's beautiful,Positive product appearance
Product experience,7,"expectativas, atendeu, atendeu expectativas, esperava, superou, superou expectativas, esperado, expectativa",1,Atendeu às expectativas,Waiting for the other participant's response,Product met expectations
Product experience,7,"expectativas, atendeu, atendeu expectativas, esperava, superou, superou expectativas, esperado, expectativa",2,Atendeu minhas expectativas,You listened to my expectations,Product met expectations
Product experience,7,"expectativas, atendeu, atendeu expectativas, esperava, superou, superou expectativas, esperado, expectativa",3,Atendeu às expectativas,Waiting for the other participant's response,Product met expectations
Product experience,8,"chegou, demorou, certinho, espectativas, recebi, chegar, chegou certinho, demorou chegou",1,Chegou certinho,Certified,Product received correctly or mixed feedback
Product experience,8,"chegou, demorou, certinho, espectativas, recebi, chegar, chegou certinho, demorou chegou",2,Chegou certinho.,I'm sure he's here.,Product received correctly or mixed feedback
Product experience,8,"chegou, demorou, certinho, espectativas, recebi, chegar, chegou certinho, demorou chegou",3,Chegou certinho....,I'm sure it's true....,Product received correctly or mixed feedback
Product experience,9,"produto recebi, recebi produto, recebi, produto, retirar hj, recebi recebi, koolbloom recebi, koolbloom",1,Não recebi o produto,I did not receive the product,Non-receipt reported at review time
Product experience,9,"produto recebi, recebi produto, recebi, produto, retirar hj, recebi recebi, koolbloom recebi, koolbloom",2,Não recebi o produto,I did not receive the product,Non-receipt reported at review time
Product experience,9,"produto recebi, recebi produto, recebi, produto, retirar hj, recebi recebi, koolbloom recebi, koolbloom",3,Não recebi o produto,I did not receive the product,Non-receipt reported at review time
Product experience,10,"ta otima, ta, otima, , , , , ",1,bom,Bom,Generic or low-information feedback
Product experience,10,"ta otima, ta, otima, , , , , ",2,bom,Bom,Generic or low-information feedback
Product experience,10,"ta otima, ta, otima, , , , , ",3,ta otima,You're welcome.,Generic or low-information feedback
Product experience,11,"blza, io, comprar otimo, bomm descrito, otimo blza, jjjj vou, io jjjj, jjjj",1,Bom Jjjj,I'm going to go.,Generic or low-information feedback
Product experience,11,"blza, io, comprar otimo, bomm descrito, otimo blza, jjjj vou, io jjjj, jjjj",2,MUITO BOM VOU COMPRAR MAIS,HOW TO Buy MAIS,Generic or low-information feedback
Product experience,11,"blza, io, comprar otimo, bomm descrito, otimo blza, jjjj vou, io jjjj, jjjj",3,blza bomm,blza bum,Generic or low-information feedback
Product experience,12,"prtico otimo, lindo papel, otimo timo, timo lindo, papel, prtico, otimo, lindo",1,Muito bom!,Very good!,Generic or low-information feedback
Product experience,12,"prtico otimo, lindo papel, otimo timo, timo lindo, papel, prtico, otimo, lindo",2,Otimo Muito bom !,We're fine!,Generic or low-information feedback
Product experience,12,"prtico otimo, lindo papel, otimo timo, timo lindo, papel, prtico, otimo, lindo",3,ótimo! Lindo papel!,That's great!,Generic or low-information feedback
Product experience,13,"otima, otima otima, otimo, otimo otima, otima otimo, otimo otimo, oitimo praso, curti otimo",1,otima,otima,Generic or low-information feedback
Product experience,13,"otima, otima otima, otimo, otimo otima, otima otimo, otimo otimo, oitimo praso, curti otimo",2,otima otima,Otima Otima,Generic or low-information feedback
Product experience,13,"otima, otima otima, otimo, otimo otima, otima otimo, otimo otimo, oitimo praso, curti otimo",3,otima otima,Otima Otima,Generic or low-information feedback
